502 2 0
0 5 -0.440234977167 2.70135767642
1 8 1.38763764294 -1.75395501065
2 10 -0.158344398956 2.98324825463
3 24 -0.0945769396713 3.04701571392
4 23 1.47914103695 -1.66245161664
5 0 -0.481191266237 2.66040138735
6 36 0.21288191652 -2.92871073707
7 11 0.000598590360356 -3.14099406323
8 1 1.44456505183 -1.69702760176
9 136 1.19916176056 -1.94243089303
10 2 -0.42846725997 2.71312539362
11 7 -0.0105081614326 3.13108449216
12 18 -1.4125223861 1.72907026749
13 27 0.556308315215 -2.58528433837
14 30 -1.48357605119 1.6580166024
15 31 1.406197482 -1.73539517159
16 36 1.40719519 -1.73439746359
17 25 0.450303344795 -2.69128930879
18 12 -1.41437431467 1.72721833892
19 26 -1.47797285213 1.66361980146
20 88 -0.966640253407 2.17495240018
21 2 -1.33388017433 1.80771247926
22 58 0.374467304885 -2.7671253487
23 4 1.34324101024 -1.79835164335
24 3 -0.194469672357 2.94712298123
25 17 0.400955892218 -2.74063676137
26 19 -1.50459629459 1.636996359
27 13 0.438858262294 -2.7027343913
28 13 1.47883604792 -1.66275660566
29 5 0.128022542851 -3.01357011074
30 14 -0.95292965687 2.18866299672
31 14 -0.106461085685 3.0351315679
32 3 0.445766728714 -2.69582592488
33 3 0.255085030891 -2.8865076227
34 14 -1.54857581413 1.59301683946
35 104 0.352145947099 -2.78944670649
36 6 0.457571494504 -2.68402115909
37 4 -0.878902451172 2.26269020242
38 58 0.953444288911 -2.18814836468
39 88 -1.15185183436 1.98974081923
40 24 -0.496288403973 2.64530424962
41 13 -0.789796409102 2.35179624449
42 19 -0.491986013037 2.64960664055
43 1 -1.3889092722 1.75268338139
44 45 -1.50055657694 1.64103607665
45 44 -1.359553612 1.78203904159
46 40 -1.22336239575 1.91823025784
47 2 -1.51114543417 1.63044721942
48 75 -0.1122211587 3.02937149489
49 51 1.15451721122 -1.98707544237
50 128 0.330844588855 -2.81074806473
51 49 1.52521353511 -1.61637911848
52 51 1.28496181702 -1.85663083657
53 8 0.156318308482 -2.98527434511
54 166 -0.9235206828 2.21807197079
55 0 -1.30528098273 1.83631167086
56 19 1.47762702462 -1.66396562897
57 25 0.927847687265 -2.21374496632
58 22 0.383723848821 -2.75786880477
59 3 -0.850458001837 2.29113465175
60 25 0.0436230762447 -3.09796957735
61 44 -1.49884508319 1.6427475704
62 14 0.102958591605 -3.03863406199
63 15 0.690167663337 -2.45142499025
64 65 -0.660752810671 2.48083984292
65 22 -0.0329340392501 3.10865861434
66 7 0.724291930098 -2.41730072349
67 87 -0.156049062418 2.98554359117
68 28 1.02582516631 -2.11576748728
69 23 -0.253378652106 2.88821400148
70 85 -1.46060270713 1.68098994646
71 86 0.210562633251 -2.93103002034
72 105 -1.0919998751 2.04959277849
73 65 1.15374576388 -1.98784688971
74 22 0.413195313052 -2.72839734054
75 48 0.123605480294 -3.0179871733
76 46 -0.178352758416 2.96323989517
77 89 -0.411266206164 2.73032644743
78 49 0.717384734743 -2.42420791885
79 1 0.419408197888 -2.7221844557
80 1 -0.478174925512 2.66341772808
81 6 -1.29521028113 1.84638237246
82 16 -1.4416470241 1.69994562949
83 33 0.732992973459 -2.40859968013
84 38 0.335539976217 -2.80605267737
85 70 1.56624664921 -1.57534600438
86 71 0.224089421993 -2.9175032316
87 0 -0.684195064159 2.45739758943
88 20 -0.808544233019 2.33304842057
89 77 -0.274915622016 2.86667703157
90 52 -0.307516225477 2.83407642811
91 58 -1.43603956262 1.70555309097
92 84 0.690454261032 -2.45113839256
93 17 -0.793750640006 2.34784201358
94 49 -0.459376971277 2.68221568231
95 52 -1.12835387715 2.01323877644
96 3 -1.25600730279 1.8855853508
97 49 -1.00544097871 2.13615167488
98 77 -1.31304017361 1.82855247998
99 0 -1.37497083679 1.7666218168
100 15 1.40116239849 -1.7404302551
101 73 -1.0709348216 2.07065783199
102 22 -1.19014600539 1.9514466482
103 91 -0.243875243349 2.89771741024
104 34 -0.172551729275 2.96904092431
105 72 -0.801357292315 2.34023536127
106 3 1.50378024875 -1.63781240484
107 48 -0.00305611901293 3.13853653458
108 10 1.35849432455 -1.78309832904
109 180 1.53247158892 -1.60912106467
110 1 0.998604711104 -2.14298794249
111 187 -0.147876170787 2.9937164828
112 73 1.40889609568 -1.73269655791
113 91 1.13940086473 -2.00219178885
114 94 -1.3710155427 1.77057711089
115 90 1.39047988242 -1.75111277117
116 74 -1.29391227487 1.84768037872
117 74 -0.716362779799 2.42522987379
118 91 -0.986640016675 2.15495263691
119 13 -1.50078050551 1.64081214808
120 41 1.09760983746 -2.04398281613
121 18 0.477541397031 -2.66405125656
122 15 1.28705645958 -1.85453619401
123 84 -0.254149886488 2.8874427671
