1002 2 0
0 7 0.675857463638 -2.46573518995
1 183 -0.230009931598 2.91158272199
2 23 -1.1648241086 1.97676854499
3 17 0.281630882129 -2.85996177146
4 5 -1.15290116398 1.98869148961
5 4 1.49714001612 -1.64445263747
6 15 0.642500359301 -2.49909229429
7 0 0.669475119551 -2.47211753404
8 301 -0.490766614318 2.65082603927
9 223 -0.953156648031 2.18843600556
10 4 1.00643857505 -2.13515407854
11 5 -0.425619231893 2.7159734217
12 137 -0.723111321543 2.41848133205
13 14 -0.282802133633 2.85879051996
14 13 -0.239880114728 2.90171253886
15 6 0.48182708685 -2.65976556674
16 24 1.46736520939 -1.6742274442
17 3 0.16046929318 -2.98112336041
18 107 1.3036109342 -1.83798171939
19 243 0.592873312022 -2.54871934157
20 63 1.23358281589 -1.9080098377
21 22 0.0200082532006 -3.12158440039
22 21 0.702512990439 -2.43907966315
23 0 -0.138575166832 3.00301748676
24 13 0.587866606646 -2.55372604694
25 14 -0.0381159055222 3.10347674807
26 38 -0.869824518716 2.27176813487
27 52 0.347274701583 -2.79431795201
28 24 0.0359360508588 -3.10565660273
29 25 0.566471759721 -2.57512089387
30 29 -0.718196305863 2.42339634773
31 28 -0.00895093988581 3.1326417137
32 43 -0.716711750613 2.42488090298
33 16 -0.130532244251 3.01106040934
34 38 -1.29663987376 1.84495277983
35 28 0.841058737226 -2.30053391636
36 49 -1.29635199554 1.84524065805
37 31 0.48861013429 -2.6529825193
38 26 -0.776446063407 2.36514659018
39 204 -1.46138416609 1.6802084875
40 223 -0.0615339803624 3.08005867323
41 34 0.56564294148 -2.57594971211
42 34 1.21318610206 -1.92840655153
43 32 -0.797211507423 2.34438114617
44 47 -0.000793385215159 3.14079926837
45 41 0.34118606259 -2.800406591
46 54 1.07763254597 -2.06396010762
47 44 -0.0733980783891 3.0681945752
48 81 -0.569313470978 2.57227918261
49 36 -1.20540942505 1.93618322854
50 85 -0.993214726161 2.14837792743
51 67 0.528237591705 -2.61335506188
52 27 1.17081765561 -1.97077499798
53 712 0.56421588582 -2.57737676777
54 46 1.14844315417 -1.99314949942
55 46 -0.747192046361 2.39440060723
56 190 0.266608331392 -2.8749843222
57 64 -0.870055194953 2.27153745864
58 36 1.31824334924 -1.82334930435
59 278 -0.599396080471 2.54219657312
60 14 1.4004287008 -1.74116395279
61 2 -1.43295638945 1.70863626414
62 219 -1.35377339971 1.78781925388
63 20 1.20787475588 -1.93371789771
64 46 -0.797513527921 2.34407912567
65 174 1.01958626114 -2.12200639245
66 13 -0.562537560561 2.57905509303
67 51 0.588683339938 -2.55290931365
68 82 0.593007902963 -2.54858475063
69 297 0.385740564219 -2.75585208937
70 44 -0.510186233497 2.63140642009
71 46 -0.0598783272302 3.08171432636
72 61 -1.11083329053 2.03075936306
73 49 -0.503022584726 2.63857006886
74 162 0.659388610677 -2.48220404291
75 51 -1.2728954021 1.86869725149
76 44 0.830420188249 -2.31117246534
77 6 -0.852299039469 2.28929361412
78 46 -0.156179286732 2.98541336686
79 103 0.077676152075 -3.06391650151
80 405 -0.0543690986123 3.08722355498
81 48 -0.560576443926 2.58101620966
82 68 0.61208466125 -2.52950799234
83 54 0.780145876675 -2.36144677691
84 49 -1.07988542976 2.06170722383
85 50 -0.85058622137 2.29100643222
86 58 0.485638854318 -2.65595379927
87 88 1.2773752036 -1.86421744999
88 87 1.1012985079 -2.04029414569
89 63 -1.4909333241 1.65065932949
90 88 0.343183911972 -2.79840874162
91 0 -0.898758272918 2.24283438067
92 85 1.37454532987 -1.76704732372
93 412 0.570786800727 -2.57080585286
94 10 -1.39169269791 1.74989995568
95 92 1.34784573685 -1.79374691674
96 95 1.41521275106 -1.72637990253
97 51 -1.56214832537 1.57944432822
98 7 -1.48985749048 1.65173516311
99 47 0.535957693655 -2.60563495994
100 95 -0.705609196766 2.43598345682
101 97 1.08675343754 -2.05483921605
102 87 -0.394654965808 2.74693768778
103 79 0.29076021341 -2.85083244018
104 34 -0.0884667435218 3.05312591007
105 26 -1.07330626588 2.0682863877
106 95 0.236599577301 -2.90499307629
107 18 1.24137810699 -1.9002145466
108 88 -0.342154901872 2.79943775172
109 167 -1.37722953665 1.76436311694
110 111 1.56307182102 -1.57852083257
111 110 1.37930733165 -1.76228532194
112 92 -0.237807068746 2.90378558484
113 96 -0.0551792962778 3.08641335731
114 100 -1.46589395006 1.67569870353
115 360 0.0272200019151 -3.11437265167
116 181 -0.399586983667 2.74200566992
117 63 -0.746755555651 2.39483709794
118 96 0.57063810819 -2.5709545454
119 113 -0.278151170374 2.86344148322
120 86 0.970977310745 -2.17061534284
121 102 0.236030300682 -2.90556235291
122 15 -0.0640107672247 3.07758188637
123 90 -0.139629506155 3.00196314744
124 106 -0.134552259646 3.00704039394
125 141 -0.812717378218 2.32887527537
126 141 0.189280500192 -2.9523121534
127 48 0.735594785823 -2.40599786777
128 55 -0.645216970485 2.49637568311
129 187 -0.835488663777 2.30610398981
130 121 0.697200586564 -2.44439206703
131 118 -0.426800469519 2.71479218407
132 3 -0.191453447897 2.95013920569
133 138 1.20255283897 -1.93903981462
134 640 -1.06009112616 2.08150152743
135 173 -0.749361170449 2.39223148314
136 103 -0.0471027678547 3.09448988574
137 12 -0.691622620578 2.44997003301
138 114 -0.150070007118 2.99152264647
139 5 -1.16842105377 1.97317159982
140 262 -1.07198340545 2.06960924814
141 125 -0.065773370004 3.07581928359
